holding_institution,shelfmark,iiif_manifest_url
kansas,MS J6:1:2,https://iiif.archivelab.org/iiif/images_MSJ612_30/manifest.json
kansas,MS J6:2,https://iiif.archivelab.org/iiif/images_MSJ62_30/manifest.json
kansas,MS J6:3:A1,https://iiif.archivelab.org/iiif/images_MSJ63A1_30/manifest.json
kansas,MS J6:3:A2,https://iiif.archivelab.org/iiif/images_MSJ63A2_30/manifest.json
kansas,MS J6:3:A3,https://iiif.archivelab.org/iiif/images_MSJ63A3_30/manifest.json
kansas,MS J6:3:A4,https://iiif.archivelab.org/iiif/images_MSJ63A4_30/manifest.json
kansas,MS J6:3:A5,https://iiif.archivelab.org/iiif/images_MSJ63A5_30/manifest.json
kansas,MS J6:3:B1,https://iiif.archivelab.org/iiif/images_MSJ63B1_30/manifest.json
kansas,MS J6:3:B2,https://iiif.archivelab.org/iiif/images_MSJ63B2_30/manifest.json
kansas,MS J6:3:B3,https://iiif.archivelab.org/iiif/images_MSJ63B3_30/manifest.json
kansas,MS J6:3:B4,https://iiif.archivelab.org/iiif/images_MSJ63B4_30/manifest.json
kansas,MS P368,https://iiif.archivelab.org/iiif/images_MSP368_30/manifest.json
kansas,MS P474,https://iiif.archivelab.org/iiif/images_MSP474_30/manifest.json
kansas,MS P489,https://iiif.archivelab.org/iiif/images_MSP489_30/manifest.json
kansas,MS P493:1,https://iiif.archivelab.org/iiif/images_MSP4931_30/manifest.json
kansas,MS P571,https://iiif.archivelab.org/iiif/images_MSP571_30/manifest.json
kansas,MS P579,https://iiif.archivelab.org/iiif/images_MSP579_30/manifest.json
kansas,Pryce MS C1,https://iiif.archivelab.org/iiif/images_PryceMSC1_30/manifest.json
kansas,Pryce MS C2:1 (formerly Y 103),https://iiif.archivelab.org/iiif/images_PryceMSC21formerlyY103_30/manifest.json
kansas,Pryce MS C2:2 (formerly Y 104),https://iiif.archivelab.org/iiif/images_PryceMSC22formerlyY104_30/manifest.json
kansas,Pryce MS P2A:1,https://iiif.archivelab.org/iiif/images_PryceMSP2A1_30/manifest.json
kansas,Pryce MS P4,https://iiif.archivelab.org/iiif/images_PryceMSP4_30/manifest.json
nelsonatkins,KG 01,https://iiif.archivelab.org/iiif/images_KG01_46/manifest.json
nelsonatkins,KG 02,https://iiif.archivelab.org/iiif/images_KG02_46/manifest.json
nelsonatkins,KG 03,https://iiif.archivelab.org/iiif/images_KG03_46/manifest.json
nelsonatkins,KG 04,https://iiif.archivelab.org/iiif/images_KG04_46/manifest.json
nelsonatkins,KG 05,https://iiif.archivelab.org/iiif/images_KG05_46/manifest.json
nelsonatkins,KG 06,https://iiif.archivelab.org/iiif/images_KG06_46/manifest.json
nelsonatkins,KG 07,https://iiif.archivelab.org/iiif/images_KG07_46/manifest.json
nelsonatkins,KG 08,https://iiif.archivelab.org/iiif/images_KG08_46/manifest.json
nelsonatkins,KG 09,https://iiif.archivelab.org/iiif/images_KG09_46/manifest.json
nelsonatkins,KG 10,https://iiif.archivelab.org/iiif/images_KG10_46/manifest.json
nelsonatkins,KG 13,https://iiif.archivelab.org/iiif/images_KG13_46/manifest.json
nelsonatkins,KG 14,https://iiif.archivelab.org/iiif/images_KG14_46/manifest.json
nelsonatkins,KG 15,https://iiif.archivelab.org/iiif/images_KG15_46/manifest.json
nelsonatkins,KG 18,https://iiif.archivelab.org/iiif/images_KG18_46/manifest.json
nelsonatkins,KG 19,https://iiif.archivelab.org/iiif/images_KG19_46/manifest.json
nelsonatkins,KG 20,https://iiif.archivelab.org/iiif/images_KG20_46/manifest.json
nelsonatkins,KG 21,https://iiif.archivelab.org/iiif/images_KG21_46/manifest.json
nelsonatkins,KG 22,https://iiif.archivelab.org/iiif/images_KG22_46/manifest.json
nelsonatkins,KG 23,https://iiif.archivelab.org/iiif/images_KG23_46/manifest.json
nelsonatkins,KG 24,https://iiif.archivelab.org/iiif/images_KG24_46/manifest.json
nelsonatkins,KG 25,https://iiif.archivelab.org/iiif/images_KG25_46/manifest.json
nelsonatkins,KG 26 (LEV a),https://iiif.archivelab.org/iiif/images_KG26LEVa_46/manifest.json
nelsonatkins,KG 27 (LEV b),https://iiif.archivelab.org/iiif/images_KG27LEVb_46/manifest.json
nelsonatkins,KG 28 (LEV c),https://iiif.archivelab.org/iiif/images_KG28LEVc_46/manifest.json
nelsonatkins,KG 29 (LEV d),https://iiif.archivelab.org/iiif/images_KG29LEVd_46/manifest.json
nelsonatkins,KG 30 (LEV e),https://iiif.archivelab.org/iiif/images_KG30LEVe_46/manifest.json
nelsonatkins,KG 32,https://iiif.archivelab.org/iiif/images_KG32_46/manifest.json
nelsonatkins,KG 33,https://iiif.archivelab.org/iiif/images_KG33_46/manifest.json
nelsonatkins,KG 34,https://iiif.archivelab.org/iiif/images_KG34_46/manifest.json
nelsonatkins,KG 35,https://iiif.archivelab.org/iiif/images_KG35_46/manifest.json
nelsonatkins,KG 36,https://iiif.archivelab.org/iiif/images_KG36_46/manifest.json
nelsonatkins,KG 38,https://iiif.archivelab.org/iiif/images_KG38_46/manifest.json
nelsonatkins,KG 39,https://iiif.archivelab.org/iiif/images_KG39_46/manifest.json
nelsonatkins,KG 40,https://iiif.archivelab.org/iiif/images_KG40_46/manifest.json
nelsonatkins,KG 43,https://iiif.archivelab.org/iiif/images_KG43_46/manifest.json
nyu,Fragment 023,https://iiif.archivelab.org/iiif/images_Fragment023_25/manifest.json
nyu,Fragment 031,https://iiif.archivelab.org/iiif/images_Fragment031_25/manifest.json
nyu,Fragment 040,https://iiif.archivelab.org/iiif/images_Fragment040_25/manifest.json
nyu,Fragment 048,https://iiif.archivelab.org/iiif/images_Fragment048_25/manifest.json
nyu,Fragment 049,https://iiif.archivelab.org/iiif/images_Fragment049_25/manifest.json
nyu,Fragment 051,https://iiif.archivelab.org/iiif/images_Fragment051_25/manifest.json
nyu,Fragment 116,https://iiif.archivelab.org/iiif/images_Fragment116_25/manifest.json
nyu,Fragment 117,https://iiif.archivelab.org/iiif/images_Fragment117_25/manifest.json
providence,Ege MS 1,https://iiif.archivelab.org/iiif/images_EgeMS1_28/manifest.json
providence,Ege MS 2,https://iiif.archivelab.org/iiif/images_EgeMS2_28/manifest.json
providence,Ege MS 3,https://iiif.archivelab.org/iiif/images_EgeMS3_28/manifest.json
providence,Wetmore MS 1,https://iiif.archivelab.org/iiif/images_WetmoreMS1_28/manifest.json
providence,Wetmore MS 2,https://iiif.archivelab.org/iiif/images_WetmoreMS2_28/manifest.json
rome,R.B.R.146.3.Flo,https://iiif.archivelab.org/iiif/images_R_B_R_146_3_Flo_29/manifest.json
rome,sine numero,https://iiif.archivelab.org/iiif/images_sinenumero_29/manifest.json
rutgers,MC 0886:01,https://iiif.archivelab.org/iiif/images_MC088601_6/manifest.json
rutgers,MC 0886:02,https://iiif.archivelab.org/iiif/images_MC088602_6/manifest.json
rutgers,MC 0886:03,https://iiif.archivelab.org/iiif/images_MC088603_6/manifest.json
rutgers,MC 0886:04,https://iiif.archivelab.org/iiif/images_MC088604_6/manifest.json
rutgers,MC 0886:05,https://iiif.archivelab.org/iiif/images_MC088605_6/manifest.json
rutgers,MC 0886:06,https://iiif.archivelab.org/iiif/images_MC088606_6/manifest.json
rutgers,MC 0886:07,https://iiif.archivelab.org/iiif/images_MC088607_6/manifest.json
rutgers,MC 0886:08,https://iiif.archivelab.org/iiif/images_MC088608_6/manifest.json
rutgers,MC 0886:09,https://iiif.archivelab.org/iiif/images_MC088609_6/manifest.json
rutgers,MC 0886:10,https://iiif.archivelab.org/iiif/images_MC088610_6/manifest.json
rutgers,MC 0886:11,https://iiif.archivelab.org/iiif/images_MC088611_6/manifest.json
rutgers,MC 0886:12,https://iiif.archivelab.org/iiif/images_MC088612_6/manifest.json
rutgers,MC 0886:13,https://iiif.archivelab.org/iiif/images_MC088613_6/manifest.json
rutgers,MC 0886:14,https://iiif.archivelab.org/iiif/images_MC088614_6/manifest.json
rutgers,MC 0886:15,https://iiif.archivelab.org/iiif/images_MC088615_6/manifest.json
rutgers,MC 0886:16,https://iiif.archivelab.org/iiif/images_MC088616_6/manifest.json
rutgers,MC 0886:17,https://iiif.archivelab.org/iiif/images_MC088617_6/manifest.json
rutgers,MC 0886:18,https://iiif.archivelab.org/iiif/images_MC088618_6/manifest.json
rutgers,MC 0886:19,https://iiif.archivelab.org/iiif/images_MC088619_6/manifest.json
rutgers,MC 0886:20,https://iiif.archivelab.org/iiif/images_MC088620_6/manifest.json
rutgers,MC 1211,https://iiif.archivelab.org/iiif/images_MC1211_6/manifest.json
rutgers,MC 1220:01,https://iiif.archivelab.org/iiif/images_MC122001_6/manifest.json
rutgers,MC 1220:02,https://iiif.archivelab.org/iiif/images_MC122002_6/manifest.json
rutgers,MC 1220:03,https://iiif.archivelab.org/iiif/images_MC122003_6/manifest.json
rutgers,MC 1220:04,https://iiif.archivelab.org/iiif/images_MC122004_6/manifest.json
rutgers,MC 1220:05,https://iiif.archivelab.org/iiif/images_MC122005_6/manifest.json
rutgers,MC 1220:06,https://iiif.archivelab.org/iiif/images_MC122006_6/manifest.json
rutgers,MC 1220:07,https://iiif.archivelab.org/iiif/images_MC122007_6/manifest.json
rutgers,MC 1220:08,https://iiif.archivelab.org/iiif/images_MC122008_6/manifest.json
rutgers,MC 1220:09,https://iiif.archivelab.org/iiif/images_MC122009_6/manifest.json
rutgers,MC 1220:10,https://iiif.archivelab.org/iiif/images_MC122010_6/manifest.json
rutgers,MC 1220:11,https://iiif.archivelab.org/iiif/images_MC122011_6/manifest.json
rutgers,MC 1220:12,https://iiif.archivelab.org/iiif/images_MC122012_6/manifest.json
rutgers,MC 1220:13,https://iiif.archivelab.org/iiif/images_MC122013_6/manifest.json
rutgers,MC 1220:14,https://iiif.archivelab.org/iiif/images_MC122014_6/manifest.json
rutgers,MC 1220:15,https://iiif.archivelab.org/iiif/images_MC122015_6/manifest.json
rutgers,MC 1220:16,https://iiif.archivelab.org/iiif/images_MC122016_6/manifest.json
rutgers,MC 1220:17,https://iiif.archivelab.org/iiif/images_MC122017_6/manifest.json
rutgers,MC 1220:18,https://iiif.archivelab.org/iiif/images_MC122018_6/manifest.json
rutgers,MC 1220:19,https://iiif.archivelab.org/iiif/images_MC122019_6/manifest.json
rutgers,MC 1220:20,https://iiif.archivelab.org/iiif/images_MC122020_6/manifest.json
rutgers,MC 1220:21,https://iiif.archivelab.org/iiif/images_MC122021_6/manifest.json
rutgers,MC 1225,https://iiif.archivelab.org/iiif/images_MC1225_6/manifest.json
rutgers,MC 1228,https://iiif.archivelab.org/iiif/images_MC1228_6/manifest.json
rutgers,MC 1231:01,https://iiif.archivelab.org/iiif/images_MC123101_6/manifest.json
rutgers,MC 1231:02,https://iiif.archivelab.org/iiif/images_MC123102_6/manifest.json
rutgers,MC 1231:03,https://iiif.archivelab.org/iiif/images_MC123103_6/manifest.json
rutgers,MC 1231:04,https://iiif.archivelab.org/iiif/images_MC123104_6/manifest.json
rutgers,MC 1231:05,https://iiif.archivelab.org/iiif/images_MC123105_6/manifest.json
rutgers,MC 1231:06,https://iiif.archivelab.org/iiif/images_MC123106_6/manifest.json
rutgers,MC 1231:07,https://iiif.archivelab.org/iiif/images_MC123107_6/manifest.json
rutgers,MC 1231:08,https://iiif.archivelab.org/iiif/images_MC123108_6/manifest.json
rutgers,MC 1231:09,https://iiif.archivelab.org/iiif/images_MC123109_6/manifest.json
rutgers,MC 1231:10,https://iiif.archivelab.org/iiif/images_MC123110_6/manifest.json
rutgers,MC 1231:11,https://iiif.archivelab.org/iiif/images_MC123111_6/manifest.json
rutgers,MC 1231:12,https://iiif.archivelab.org/iiif/images_MC123112_6/manifest.json
rutgers,MC 1231:13,https://iiif.archivelab.org/iiif/images_MC123113_6/manifest.json
rutgers,MC 1231:14,https://iiif.archivelab.org/iiif/images_MC123114_6/manifest.json
rutgers,MC 1231:15,https://iiif.archivelab.org/iiif/images_MC123115_6/manifest.json
rutgers,MC 1231:16,https://iiif.archivelab.org/iiif/images_MC123116_6/manifest.json
slu,VFL MS 001,https://iiif.archivelab.org/iiif/images_VFLMS001_44/manifest.json
slu,VFL MS 002,https://iiif.archivelab.org/iiif/images_VFLMS002_44/manifest.json
slu,VFL MS 003,https://iiif.archivelab.org/iiif/images_VFLMS003_44/manifest.json
slu,VFL MS 004,https://iiif.archivelab.org/iiif/images_VFLMS004_44/manifest.json
slu,VFL MS 005,https://iiif.archivelab.org/iiif/images_VFLMS005_44/manifest.json
slu,VFL MS 006,https://iiif.archivelab.org/iiif/images_VFLMS006_44/manifest.json
slu,VFL MS 007,https://iiif.archivelab.org/iiif/images_VFLMS007_44/manifest.json
slu,VFL MS 008,https://iiif.archivelab.org/iiif/images_VFLMS008_44/manifest.json
slu,VFL MS 009,https://iiif.archivelab.org/iiif/images_VFLMS009_44/manifest.json
slu,VFL MS 010,https://iiif.archivelab.org/iiif/images_VFLMS010_44/manifest.json
slu,VFL MS 011,https://iiif.archivelab.org/iiif/images_VFLMS011_44/manifest.json
slu,VFL MS 012,https://iiif.archivelab.org/iiif/images_VFLMS012_44/manifest.json
slu,VFL MS 013,https://iiif.archivelab.org/iiif/images_VFLMS013_44/manifest.json
slu,VFL MS 014,https://iiif.archivelab.org/iiif/images_VFLMS014_44/manifest.json
slu,VFL MS 015,https://iiif.archivelab.org/iiif/images_VFLMS015_44/manifest.json
slu,VFL MS 016,https://iiif.archivelab.org/iiif/images_VFLMS016_44/manifest.json
slu,VFL MS 017,https://iiif.archivelab.org/iiif/images_VFLMS017_44/manifest.json
slu,VFL MS 018,https://iiif.archivelab.org/iiif/images_VFLMS018_44/manifest.json
slu,VFL MS 019,https://iiif.archivelab.org/iiif/images_VFLMS019_44/manifest.json
slu,VFL MS 020,https://iiif.archivelab.org/iiif/images_VFLMS020_44/manifest.json
slu,VFL MS 021,https://iiif.archivelab.org/iiif/images_VFLMS021_44/manifest.json
slu,VFL MS 022,https://iiif.archivelab.org/iiif/images_VFLMS022_44/manifest.json
slu,VFL MS 023,https://iiif.archivelab.org/iiif/images_VFLMS023_44/manifest.json
slu,VFL MS 024,https://iiif.archivelab.org/iiif/images_VFLMS024_44/manifest.json
slu,VFL MS 025,https://iiif.archivelab.org/iiif/images_VFLMS025_44/manifest.json
slu,VFL MS 026,https://iiif.archivelab.org/iiif/images_VFLMS026_44/manifest.json
slu,VFL MS 027,https://iiif.archivelab.org/iiif/images_VFLMS027_44/manifest.json
slu,VFL MS 028,https://iiif.archivelab.org/iiif/images_VFLMS028_44/manifest.json
slu,VFL MS 029,https://iiif.archivelab.org/iiif/images_VFLMS029_44/manifest.json
slu,VFL MS 030,https://iiif.archivelab.org/iiif/images_VFLMS030_44/manifest.json
slu,VFL MS 031,https://iiif.archivelab.org/iiif/images_VFLMS031_44/manifest.json
slu,VFL MS 032,https://iiif.archivelab.org/iiif/images_VFLMS032_44/manifest.json
slu,VFL MS 033,https://iiif.archivelab.org/iiif/images_VFLMS033_44/manifest.json
slu,VFL MS 034,https://iiif.archivelab.org/iiif/images_VFLMS034_44/manifest.json
slu,VFL MS 035,https://iiif.archivelab.org/iiif/images_VFLMS035_44/manifest.json
slu,VFL MS 036,https://iiif.archivelab.org/iiif/images_VFLMS036_44/manifest.json
slu,VFL MS 037,https://iiif.archivelab.org/iiif/images_VFLMS037_44/manifest.json
slu,VFL MS 038,https://iiif.archivelab.org/iiif/images_VFLMS038_44/manifest.json
slu,VFL MS 039,https://iiif.archivelab.org/iiif/images_VFLMS039_44/manifest.json
slu,VFL MS 040,https://iiif.archivelab.org/iiif/images_VFLMS040_44/manifest.json
slu,VFL MS 041,https://iiif.archivelab.org/iiif/images_VFLMS041_44/manifest.json
slu,VFL MS 042,https://iiif.archivelab.org/iiif/images_VFLMS042_44/manifest.json
slu,VFL MS 043,https://iiif.archivelab.org/iiif/images_VFLMS043_44/manifest.json
slu,VFL MS 044,https://iiif.archivelab.org/iiif/images_VFLMS044_44/manifest.json
slu,VFL MS 045,https://iiif.archivelab.org/iiif/images_VFLMS045_44/manifest.json
slu,VFL MS 046,https://iiif.archivelab.org/iiif/images_VFLMS046_44/manifest.json
slu,VFL MS 047,https://iiif.archivelab.org/iiif/images_VFLMS047_44/manifest.json
slu,VFL MS 048,https://iiif.archivelab.org/iiif/images_VFLMS048_44/manifest.json
slu,VFL MS 049,https://iiif.archivelab.org/iiif/images_VFLMS049_44/manifest.json
slu,VFL MS 050,https://iiif.archivelab.org/iiif/images_VFLMS050_44/manifest.json
slu,VFL MS 051,https://iiif.archivelab.org/iiif/images_VFLMS051_44/manifest.json
slu,VFL MS 052,https://iiif.archivelab.org/iiif/images_VFLMS052_44/manifest.json
slu,VFL MS 053,https://iiif.archivelab.org/iiif/images_VFLMS053_44/manifest.json
slu,VFL MS 054,https://iiif.archivelab.org/iiif/images_VFLMS054_44/manifest.json
slu,VFL MS 055,https://iiif.archivelab.org/iiif/images_VFLMS055_44/manifest.json
slu,VFL MS 056,https://iiif.archivelab.org/iiif/images_VFLMS056_44/manifest.json
slu,VFL MS 057,https://iiif.archivelab.org/iiif/images_VFLMS057_44/manifest.json
slu,VFL MS 058,https://iiif.archivelab.org/iiif/images_VFLMS058_44/manifest.json
slu,VFL MS 059,https://iiif.archivelab.org/iiif/images_VFLMS059_44/manifest.json
slu,VFL MS 060,https://iiif.archivelab.org/iiif/images_VFLMS060_44/manifest.json
slu,VFL MS 061,https://iiif.archivelab.org/iiif/images_VFLMS061_44/manifest.json
slu,VFL MS 062,https://iiif.archivelab.org/iiif/images_VFLMS062_44/manifest.json
slu,VFL MS 063,https://iiif.archivelab.org/iiif/images_VFLMS063_44/manifest.json
slu,VFL MS 064,https://iiif.archivelab.org/iiif/images_VFLMS064_44/manifest.json
slu,VFL MS 065,https://iiif.archivelab.org/iiif/images_VFLMS065_44/manifest.json
slu,VFL MS 066,https://iiif.archivelab.org/iiif/images_VFLMS066_44/manifest.json
smith,Ms. 225,https://iiif.archivelab.org/iiif/images_Ms.225_48/manifest.json
smith,Ms. 241,https://iiif.archivelab.org/iiif/images_Ms.241_48/manifest.json
smith,Ms. 254,https://iiif.archivelab.org/iiif/images_Ms.254_48/manifest.json
smith,Ms. 255,https://iiif.archivelab.org/iiif/images_Ms.255_48/manifest.json
smith,Ms. 261,https://iiif.archivelab.org/iiif/images_Ms.261_48/manifest.json
smith,Ms. 263,https://iiif.archivelab.org/iiif/images_Ms.263_48/manifest.json
smith,Ms. 264,https://iiif.archivelab.org/iiif/images_Ms.264_48/manifest.json
smith,Ms. 274,https://iiif.archivelab.org/iiif/images_Ms.274_48/manifest.json
smith,Ms. 288,https://iiif.archivelab.org/iiif/images_Ms.288_48/manifest.json
smith,Ms. 291,https://iiif.archivelab.org/iiif/images_Ms.291_48/manifest.json
wellesley,P1035,https://iiif.archivelab.org/iiif/images_P1035_50/manifest.json