ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 21|9914691793503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914691793503681,,"[North Africa],",,between A.H. 1268 (1851) and 1276 (1859),1851-1859,http://vocab.getty.edu/aat/300404513,,,"","",al-Fatḥ al-rabbānī fīmā dhahala ʻanhu al-Zurqānī.,الفتح الرباني فيما ذهل عنه الزرقاني.,"Manuscripts, Arabic--19th century.|Codices (bound manuscripts)|Commentaries.",,"Zurqānī, ʻAbd al-Bāqī ibn Yūsuf,--1611-1688.--Sharḥ Mukhtaṣar Khalīl.|Khalīl ibn Isḥāq al-Jundī,---1365?--Mukhtaṣar.|Islamic law--Early works to 1800.|Malikites--Early works to 1800.|Islamic law.|Malikites.",,"Bannānī, Muḥammad ibn al-Ḥasan, 1720 or 1721-1780.",بناني، محمد بن الحسن، 1720 أو 1721-1780.,,"","",,"Bannānī, Muḥammad ibn Aḥmad ibn Ṣāliḥ,",بناني، محمد احمد بن صالح.,,Arabic.,ara,"Jastrow, Marcus, 1829-1903,|Jastrow, Morris, Jr., 1861-1921,",|,,,paper ;,"Extent: 4 volumes (221, 162, 248, 269 leaves) : paper ; v. 1-3: 220 x 175 (160 x 105) mm bound to 220 x 175 mm; v. 4: 195 x 150 (135 x 95) mm.",,2022-02-08T17:47:37-05:00,2019-04-10
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 23|9914691813503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914691813503681,,"[North Africa?],",,[17--?],1700-1799,http://vocab.getty.edu/aat/300404512,,,"","",Sharḥ Mukhtaṣar ʻalá Alfīyat Ibn Mālik.,شرح مختصر على ألفية ابن مالك.,"Manuscripts, Arabic--18th century.|Codices (bound manuscripts)|Commentaries.|Tables (documents)|Onlays.|Envelope flaps (features)",,"Ibn Mālik, Muḥammad ibn ʻAbd Allāh,---1274.--Alfīyah.|Arabic language--Grammar--Early works to 1800.|Arabic language--Grammar.",,"Makkūdī, ʻAbd al-Raḥmān ibn ʻAlī, -1404 or 1405.",مكودي، عبد الرحمن بن علي، -1404 أو  1405.,,"","",,"","",,Arabic.,ara,"Jastrow, Marcus, 1829-1903,|Jastrow, Morris, Jr., 1861-1921,",|,,,"paper, illustrations ;","Extent: 168 leaves : paper, illustrations ; 205 x 150 (150 x 100) mm bound to 203 x 160 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 24|9914691823503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914691823503681,,"",,[between 1750 and 1850?],1750-1850,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,Qurʼan.,قرآن.,al-Juzʼ al-thalāthūn.,الجزء الثلاثون.,"Manuscripts, Arabic--18th century.|Manuscripts, Arabic--19th century.|Codices (bound manuscripts)|Qurʼans.|Blind tooled (decoration)|Envelope flaps (features)",,"",,"","",,"","",,"","",,Arabic.,ara,"Brecher, Adolf,|Jastrow, Morris, Jr., 1861-1921,",|,,,paper ;,Extent: 24 leaves : paper ; 205 x 140 (150 x 80) mm bound to 205 x 145 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Oversize Ms. Codex 25|9914691833503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914691833503681,,"[North Africa?] ,",,"",1419,http://vocab.getty.edu/aat/300404465,,,Tanbīh al-ghāfilīn.,تنبيه الغافلين.,Tanbīh al-ghāfilīn wa-īḍāḥ sabīl al-murshidīn.,تنبيه الغافلين وايضاح سبيل المرشدين.,"Manuscripts, Arabic--17th century.|Manuscripts, Arabic--18th century.|Codices (bound manuscripts)|Blind tooled (decoration)|Envelope flaps (features)",,Religious ethics--Early works to 1800.|Religious life--Islam--Early works to 1800.|Islamic ethics--Early works to 1800.|Islam--Doctrines--Early works to 1800.|Ethics.,,"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983?.",ابو الليث السمرقندي، نصر بن محمد، -983؟,,"","",,"","",,Arabic.,ara,"Jastrow, Marcus, 1829-1903,|Jastrow, Morris, Jr., 1861-1921,",|,,,paper ;,"Extent: 142 leaves, unbound : paper ; 270 x 205 (195 x 160) mm bound to 270 x 215 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Oversize Ms. Codex 28|9914691863503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914691863503681,,"[China?],",,[between 1750 and 1899?],1750-1899,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","",Tarjumah-ʼi khuṭab-i arbaʻīn.,ترجمۀ خطب اربعین.,"Early works.|Commentaries.|Manuscripts, Persian--18th century.|Manuscripts, Persian--19th century.|Codices (bound manuscripts)|Criticism, interpretation, etc.",,"Hadith--Commentaries--Early works to 1800.|Hadith--Criticism, interpretation, etc.--Early works to 1800.|Hadith.",,"","",,"","",,"","",,Persian with source-text in Arabic; some glosses and notes in Chinese.,per|chi,"","",,,paper ;,"Extent: 174 leaves, chiefly unbound : paper ; 286 x 200 (210 x 150) mm bound to 290 x 210 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 40|9914696393503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914696393503681,,"[North Africa?],",,[ca. 1811],1811,http://vocab.getty.edu/aat/300404513,,,"","",al-Fatḥ al-rabbānī fīmā dhahala ʻanhu al-Zurqānī.,الفتح الرباني فيما ذهل عنه الزرقاني.,"Manuscripts, Arabic--19th century.|Codices (bound manuscripts)|Commentaries.",,"Zurqānī, ʻAbd al-Bāqī ibn Yūsuf,--1611-1688.--Sharḥ Mukhtaṣar Khalīl.|Khalīl ibn Isḥāq al-Jundī,---1365?--Mukhtaṣar.|Islamic law--Early works to 1800.|Malikites--Early works to 1800.|Islamic law.|Malikites.",,"Bannānī, Muḥammad ibn al-Ḥasan, 1720 or 1721-1780.",بناني، محمد بن الحسن، 1720 أو 1721-1780.,,"","",,"","",,Arabic.,ara,"","",,,paper ;,Extent: 201 leaves : paper ; 205 x 150 (145 x 95) mm bound to 206 x 160 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 41|9914696403503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914696403503681,,"",,A.H. 986 (1578),1578,http://vocab.getty.edu/aat/300404510,,,"","",Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah.,تحرير القواعد المنطقية في شرح الرسالة الشمسية.,"Manuscripts, Arabic--16th century.|Codices (bound manuscripts)|Commentaries.|Tables (documents)|Criticism, interpretation, etc.|Early works.",,"Qazwīnī, ʻAlī ibn ʻUmar,--1203 or 1204-1276 or 1277.--Shamsīyah.|Logic--Early works to 1800.|Logic.",,"Quṭb al-Taḥtānī, Muḥammad ibn Muḥammad, 1294 or 1295-1364 or 1365.",قطب التحتاني، محمد بن محمد، 1294 أو 1295-1364 أو 1365.,,"","",,"Ibrāhīm ibn Qāsim ibn ʻAlī ibn Yūsuf,",ابراهيم بن قاسم بن علي بن يوسف.,,Arabic; some notes in Persian.,ara|per,"ʻAbbāsī, Ḥājī ʻIzz al-Dīn Shīr Bīk,|Smith, Edgar F. 1854-1928,",عباسي، حاجي عاز الدين شير بيك.|,,,"paper, illustrations ;","Extent: 126 leaves : paper, illustrations ; 208 x 148 (140 x 65) mm bound to 205 x 170 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Oversize Ms. Codex 42|9914696413503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914696413503681,,"[North Africa?],",,A.H. 1106 (1695),1695,http://vocab.getty.edu/aat/300404511,,,"","",Kāfiyat al-ṭālib al-rabbānī li-Risālat Ibn Abī Zayd al-Qayrawānī. Fatḥ al-mannān ʻalá naẓm mawrid al-ẓamʼān.,كافية الطالب الرباني لرسالة ابن ابي زيد القيرواني. فتح المنان على نظم مورد الظمآن.,"Manuscripts, Arabic--17th century.|Codices (bound manuscripts)|Qurʼans.|Commentaries.",,"Ibn Abī Zayd al-Qayrawānī, ʻAbd Allāh ibn ʻAbd al-Raḥmān,--active 10th century.--Risālah.|Kharrāz, Muḥammad ibn Muḥammad,---1318 or 1319.--Mawrid al-ẓamʼān.|Islamic law.|Malikites.",,"Ibn Khalaf, ʻAlī ibn Muḥammad, 1453-1532.",ابن خلف، علي بن محمد، 1453- 1532.,,"","",,"Khamsī, Muḥammad ibn ʻAbd Allāh,",خمسي، محمد بن عبد الله.,,Arabic.,ara,"Jastrow, Marcus, 1829-1903,|Jastrow, Morris, Jr., 1861-1921,",|,,,paper ;,"Extent: 125 leaves : paper ; 260 x 184 (205 x 130)mm, bound to 265 x 200 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Oversize Ms. Codex 43|9914696423503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914696423503681,,"[Syria?],",,A.H. 1268 (1852),1852,http://vocab.getty.edu/aat/300404513,,,"","",Manhaj al-ʻilm wa-al-bayān wa-nuzhat al-samʻ wa-al-aʻyān.,منهج العلم والبيان ونزهة السمع والعيان.,"Codices (bound manuscripts)|Stamps (Provenance)|Manuscripts, Arabic--19th century.",,Nosairians.|Nosairians.,,"Ibn Kabūlakh, Muḥammad ibn ʻAlī ibn ʻĪsá.",ابن كبولخ، محمد بن علي بن عيسى.,,"","",,"Sulaymān ibn Yūsuf ibn Sulaymān,",سليمان بن يوسف بن سليمان.,,Arabic.,ara,"Easson, Henry, Reverend,|Jastrow, Morris, Jr., 1861-1921,",|,,,paper ;,Extent: 214 leaves : paper ; 322 x 215 (235 x 150) mm bound to 315 x 220 mm.,,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Ms. Codex 44|9914696433503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9914696433503681,,"",,[A.H. 1123?-1225 (1711?-1810)],1711-1810,http://vocab.getty.edu/aat/300404512-http://vocab.getty.edu/aat/300404513,,,"","",Dalāʼil al-khayrāt... etc..,دلائل الخيرات... إلخ.,"Manuscripts, Arabic--18th century.|Manuscripts, Arabic--19th century.|Codices (bound manuscripts)|Miniatures (paintings)|Prayers (literary works)|Early works.|Pictorial works.|Prayers and devotions.",,"Muḥammad,--Prophet,---632--Companions.|Islam--Prayers and devotions--Early works to 1800.|Prayer--Islam--Early works to 1800.|Islam.|Prayer--Islam.|Mecca (Saudi Arabia)--Pictorial works.|Medina (Saudi Arabia)--Pictorial works.|Saudi Arabia--Mecca.",,"Jazūlī, Muḥammad ibn Sulaymān, 1404-1465.",جزولي، محمد بن سليمان، -1465.,,"","",,"","",,Arabic.,ara,"Camac, William, 1829-1900,","",,,"paper, illustrations, illuminations ;","Extent: 179 leaves : paper, illustrations, illuminations ; 182 x 102 (124 x 56) mm bound to 184 x 118 mm.",,2022-02-08T17:47:37-05:00,2021-09-29
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 25|9946458153503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9946458153503681,,"[Italy,",,ca. 1275-1299],1275-1299,http://vocab.getty.edu/aat/300404505,,,Metaphysics,"",Liber metaphisice ; Liber ethicorum,"","Codices.|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,Metaphysics--Early works to 1800.|Ethics--Early works to 1800.,,Aristotle.,"",,"","",,"","",,Latin.,lat,"","",,,"parchment, col. ill. ;","Extent: 78 leaves : parchment, col. ill. ; 310 x 220 (190-228 x 123-154) mm. bound to 325 x 228 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 26|9946463483503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9946463483503681,,"[Italy,",,between 1225 and 1275],1225-1275,http://vocab.getty.edu/aat/300404505,,,"","",Algorismus ;,"","Codices.|Diagrams.|Treatises.|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,"Arithmetic--Early works to 1900.|Astronomy--Early works to 1800.|Astronomy, Medieval.|Cosmography--Early works to 1800.",,"Sacro Bosco, Joannes de, active 1230.","",,"","",,"","",,Latin.,lat,"","",,,"parchment, ill. ;","Extent: 30 leaves : parchment, ill. ; 182 x 128-130 (128 x 85) mm. bound to 188 x 138 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 23|9947469813503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947469813503681,,"[France or Flanders,",,between 1250 and 1275],1250-1275,http://vocab.getty.edu/aat/300404505,,,De natura rerum.,"",De natura rerum,"","Codices.|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,Natural history--Pre-Linnean works.,,"Thomas, de Cantimpré, approximately 1200-approximately 1270.","",,"","",,"","",,Latin.,lat,"Gorman, Pierre Patrick, 1924-,","",,,parchment ;,Extent: 56 leaves : parchment ; 184 x 132 (138 x 105) mm. bound to 185 x 138 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 252|9947594443503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947594443503681,,"",,"",1300,http://vocab.getty.edu/aat/300404506,,,Physics.,"","Manuscript leaf from Physics,","","Fragments.|Manuscripts, Latin--13th century.|Manuscripts, Latin--14th century.|Manuscripts, Medieval.",,Physics--Early works to 1800.|Physical sciences--Early works to 1800.,,Aristotle.,"",,"","",,"","",,In Latin.,lat,"Schoenberg, Lawrence J.,","",,,parchment ;,Extent: 1 parchment ; 316 x 162 (233 x 133) mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania.,LJS 265|9947675343503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947675343503681,https://colenda.library.upenn.edu/phalt/iiif/2/81431-p3k649t48/manifest,"[Rome?,",,before 1464],1464,http://vocab.getty.edu/aat/300404465,,,Ruralia commoda,"",Liber ruralium commodorum,"","Facsimiles.|Illuminations.|Manuscripts, Latin--15th century.|Manuscripts, Renaissance.",,Agriculture--Early works to 1800.,,"Crescenzi, Pietro de', approximately 1233-approximately 1320.","",,"Firenze, Andrea de, 15th cent.,","",,"Traiecto, Petrus de,","",,Latin.,lat,"Caffarelli, Prospero, d. 1500,|Pius VI, Pope, 1717-1799,|Hoe, Robert, 1839-1909,|Beatty, A. Chester Sir, 1875-1968,|Marx, Hermann,|Schoenberg, Lawrence J.,",|||||,,,ill.,Extent: 1 online resource (172 leaves) : ill.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania.,LJS 237|9947699533503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9947699533503681,,"[Padua?, Italy,",,ca. 1460],1460,http://vocab.getty.edu/aat/300404465,,,De bello Judaico.,"",Quinque libri Egesippi nacione Judei de excidio iudeorum,"","Facsimiles.|Histories.|Annotations.|Manuscripts, Latin--15th century.|Manuscripts, Renaissance.",,"Jews--History--Early works to 1800.|Jews--History--586 B.C.-70 A.D.|Jews--History--Rebellion, 66-73.",,"Josephus, Flavius.","",,"","",,"Lomer, Petrus,","",,Latin.,lat,"Hahn, Franz Joseph Anton von, 1699-1748,|Gladstone, W. E. 1809-1898,|Schoenberg, Lawrence J.,",||,,,ill.,Extent: 1 online resource (185 leaves) : ill.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 194|9948120243503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948120243503681,,"[Austria?,",,between 1125 and 1175],1125-1175,http://vocab.getty.edu/aat/300404504,,,"","",Geometria,"","codices (bound manuscripts)|annotations.|diagrams.|treatises.|Manuscripts, Latin--12th century.|Manuscripts, Medieval.",,Geometry--Early works to 1800.|Astrolabes--Early works to 1800.,,"Sylvester II, Pope, ca. 945-1003.","",,"","",,"","",,Latin.,lat,"Haimmiller, M.,|Ebner von Eschenbach, Hieronymus Wilhelm, 1673-1752,|Bohn, John, 1757-1843,|Phillipps, Thomas, Sir, 1792-1872,|Horblit, Harrison D.,|Stanitz, John D.,",|||||,,,"parchment, ill. ;","Extent: 56 leaves : parchment, ill. ; 155 x 106 (121 x 78) mm. bound to 163 x 113 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 216|9948124823503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948124823503681,,"[Paris?,",,between 1256 and 1270],1256-1270,http://vocab.getty.edu/aat/300404505,,,Sphaera mundi,"",Tractatum de spera ... etc.,"","Codices.|Diagrams.|Illuminations.|Treatises.|Manuscripts, Latin--13th century.|Manuscripts, Medieval.",,"Arithmetic--Early works to 1900.|Astronomy--Early works to 1800.|Astronomy, Medieval.|Cosmology--Early works to 1800.|Time measurements--Early works to 1800.",,"Sacro Bosco, Joannes de, active 1230.","",,"","",,"","",,Latin.,lat,"Honeyman, Robert B.,|Stanitz, John D.,",|,,,"parchment, col. ill. ;","Extent: 58 leaves : parchment, col. ill. ; 165 x 110 (97 x 59) mm. bound to 171 x 120 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 223|9948175023503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948175023503681,,"[Bavaria,",,ca. 1510],1510,http://vocab.getty.edu/aat/300404510,,,"","",Questiones logicales ... etc.,"","Codices.|Annotations.|Commentaries.|Diagrams.|Treatises.|Manuscripts, Latin--16th century.|Manuscripts, Renaissance.",,"Aristotle.--Categoriae.|Aristotle.--Posterior analytics.|Aristotle.--De interpretatione.|Aristotle.--Physics.|Aristotle--Criticism and interpretation--Early works to 1800.|Dulaert, Johannes.|Lefèvre d'Étaples, Jacques,--d. 1536.|Logic--Early works to 1800.|Physics--Early works to 1800.",,"","",,"","",,"Ungelter, Theodoricus,","",,Latin.,lat,"","",,,"paper, col. ill. ;","Extent: 206 leaves : paper, col. ill. ; 270 x 200 (204 x 115) mm. bound to 280 x 215 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 225|9948179063503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948179063503681,,"[Rome?,",,between 1455 and 1458],1455-1458,http://vocab.getty.edu/aat/300404465,,,"","",Litterarum simulationis liber,"","Codices.|Illuminations (visual works)|Manuals (instructional materials)|Treatises.|Manuscripts, Latin--15th century.|Manuscripts, Italian--15th century.|Manuscripts, Renaissance.",,Cryptography--Early works to 1800.|Ciphers--Early works to 1800.,,"Zopello, Michele.","",,"Gioacchino, di Giovanni,","",,"","",,Latin (f. 1r-5r) and Italian with rubrics in Latin (f. 5v-20r).,lat|ita,"","",,,"parchment, col. ill. ;","Extent: 20 leaves : parchment, col. ill. ; 223 x 150 (127 x 85) mm. bound to 228 x 155 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 232|9948181893503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948181893503681,,"[Florence, Italy,",,after 1539],1539,http://vocab.getty.edu/aat/300404510,,,"","",Trattato delle proportioni et proportionalità,"","Codices.|Diagrams.|Dialogues.|Treatises.|Manuscripts, Italian--16th century.|Manuscripts, Latin--16th century.|Manuscripts, Renaissance.",,"Martini, Luca.|Rucellai, Cosimo.|Vettori, Jacopo.|Rithmomachia (Game)|Mathematical recreations--Early works to 1800.",,"Varchi, Benedetto, 1503-1565.","",,"","",,"Marchioni, Marchiono de,","",,Italian with a short section in Latin (f. 49r-49v).,ita|lat,"Feltrinelli, Giannalisa,","",,,"paper, ill. ;","Extent: 60 leaves : paper, ill. ; 220 x 166 (168 x 126) mm. bound to 236 x 172 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 239|9948558353503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948558353503681,,"[Upper Saxony,",,ca. 1560],1560,http://vocab.getty.edu/aat/300404510,,,"","","Pattern-book of bridles, bits and straps","","Codices.|Drawings (visual works)|Paintings (visual works)|Manuscripts, German--16th century.|Manuscripts, Renaissance.",,Animal culture--Early works to 1800.|Bridles--Early works to 1800.|Horsemanship--Equipment and supplies--Early works to 1800.,,"","",,"","",,"","",,German.,ger,"Fugger, Marcus, 1529-1597,|Dloss, Edwin,|Heilbrun, G.,",||,,,paper ;,Extent: 175 leaves : paper ; 505 x 350 (335 x 245) mm. bound to 510 x 360 mm.,,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 254|9948588323503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948588323503681,,"[Germany,",,after 1562],1562,http://vocab.getty.edu/aat/300404510,,,"","",Buch von den probierten Kü̈̈nsten,"","Codices.|Paintings (visual works)|Treatises.|Manuscripts, German--16th century.|Manuscripts, Renaissance.",,Artillery--Early works to 1800.|Explosives--Early works to 1800.|Military art and science--Early works to 1800.,,"Helm, Franz, approximately 1500-1567.","",,"","",,"Ganser, Georg,","",,German.,ger,"","",,,"paper, col. ill. ;","Extent: 285 leaves : paper, col. ill. ; 320 x 210 (215 x 115) mm. bound to 323 x 230 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,LJS 267|9948617063503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9948617063503681,,"[Italy],",,1409.,1409,http://vocab.getty.edu/aat/300404465,,,"","",De ludo schacchorum seu de moribus hominum et officiis nobilium ... etc.,"","Codices.|Palimpsests.|Poems.|Prayers.|Sermons.|Treatises.|Manuscripts, Latin--15th century.|Manuscripts, Italian--15th century.|Manuscripts, Renaissance.",,"Catholic Church--Liturgy--Calendar--Early works to 1800.|Chess--Early works to 1800.|Kings and rulers--Duties--Early works to 1800.|Astronomy--Early works to 1800.|Medea (Greek mythology)|Rome--History--Civil War, 43-31 B.C.|Cesena (Italy)--History.",,"","",,"","",,"","",,"Latin, with a few poems in Italian (f. 106r-108v).",lat|ita,"Ludwig, Peter, 1925-1996,|Ludwig, Irene,|J. Paul Getty Museum,",||,,,"parchment, ill. ;","Extent: 175 leaves : parchment, ill. ; 190 x 122 (130 x 75-80) mm. bound to 200 x 135 mm.",,2022-02-08T17:47:37-05:00,2021-10-11
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 278|9949183233503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949183233503681,,"[Deccan, India],",,A.H. 1004 (1595) or 1054 (1645),1595-1645,http://vocab.getty.edu/aat/300404510-http://vocab.getty.edu/aat/300404511,,,De materia medica.,"",Kitāb-i Ḥashāyish.,کتاب حشايش.,"Manuscripts, Persian.|Manuscripts, 16th century.|Manuscripts, Renaissance.|Codices (bound manuscripts)|Herbals.|Watercolors (paintings)",,"Materia medica--Early works to 1800.|Botany, Medical--Early works to 1800.|Botany--Pictorial works--Early works to 1800.|Medicine, Greek and Roman.",,"Dioscorides Pedanius, of Anazarbos.",ديسقوريدس.,,"","",,"","",,Persian.,per,"Schoenberg, Lawrence J.,","",,,"paper, illustrations ;","Extent: 172 leaves : paper, illustrations ; 400 x 260 mm.",,2022-02-08T17:47:37-05:00,2021-10-08
,,,marc-xml,Q49117,University of Pennsylvania,Oversize LJS 189|9949222153503681,https://franklin.library.upenn.edu/catalog/FRANKLIN_9949222153503681,,"[Persia?],",,[between 1300 and 1399?],1300-1399,http://vocab.getty.edu/aat/300404506,,,"","",Z̲akhīrah-ʹi Khvārazmshāhī.,ذخيره‌ خوارزم‌شاهى.,"Manuscripts, Persian.|Manuscripts, 14th century.|Manuscripts, Medieval.|Codices (bound manuscripts)|Encyclopedias.|Illuminations (painting)|Miniatures (paintings)|Illuminations.",,"Medicine, Persian--Early works to 1800.",,"Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137.",جرجاني، اسماعيل بن حسن، 1042 or 1043-1136 or 1137.,,"","",,"","",,Persian.,per,"Stanitz, John D.,|Schoenberg, Lawrence J.,|Hagop Kevorkian Fund,",||,,,"paper, illustrations, illuminations ;","Extent: 352 leaves : paper, illustrations, illuminations ; 395 x 317 (278 x 230) mm bound to 400 x 322 mm.",,2022-02-08T17:47:37-05:00,2021-10-08
