row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.294395300Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.658238100Z","[""paper""]",,,paper,http://vocab.getty.edu/aat/300014109
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.659237400Z","[""paper ; 180 x 135 (123-135 x 86-105) mm""]",paper,http://vocab.getty.edu/aat/300014109,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.659237400Z","[""paper ; 201 x 140 (160 x 95) mm. bound to 202 x 140 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.659237400Z","[""paper ; 205 x 145 (150-160 x 90) mm. bound to 204 x 152 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.659237400Z","[""paper ; 209 x 152 (163 x 115) mm. bound to 207 x 153 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.659237400Z","[""paper ; 210 x 152 (140 x 90) mm. bound to 208 x 160 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper ; 210 x 154 (150-170 x 92-120) mm bound to 214 x 155 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper ; 213 x 149 (138 x 60) mm. bound to 210 x 147 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper ; 216 x 159 (155 x 90) mm. bound to 214 x 167 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper ; 220 x 162 (195 x 125) mm. bound to 220 x 160 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper, charts""]",,,paper,http://vocab.getty.edu/aat/300014109
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper, color illustrations""]",,,paper,http://vocab.getty.edu/aat/300014109
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper, illustration""]",paper,http://vocab.getty.edu/aat/300014109,,
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper, illustrations""]",,,paper,http://vocab.getty.edu/aat/300014109
15,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper, illustrations ; 202 x 142 (135-155 x 67-85) mm. bound to 201 x 138 mm""]",paper,http://vocab.getty.edu/aat/300014109,,
16,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""paper, illustrations.""]",,,paper,http://vocab.getty.edu/aat/300014109
17,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""parchment""]",,,parchment,http://vocab.getty.edu/aat/300011851
18,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""parchment, illustration""]",,,parchment,http://vocab.getty.edu/aat/300011851
19,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""parchment, illustrations""]",,,parchment,http://vocab.getty.edu/aat/300011851
20,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""parchment, illustrations, maps""]",,,parchment,http://vocab.getty.edu/aat/300011851
21,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-08-30T17:59:14.301956400Z | MATERIAL RECON, STEP 3: FINALIZED 2023-08-30T17:59:32.668520100Z","[""parchment, paper""]",,,parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109
