row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
89,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian translations and commentary with Arabic source-text.,per,Persian|Arabic,Q9168|Q13955
90,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.554Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with Arabic source-text.,per,Persian|Arabic,Q9168|Q13955
91,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.382Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with Arabic source-text.,per|ara,Persian|Arabic,Q9168|Q13955
92,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with source-text in Arabic; some glosses and notes in Chinese.,per|chi,Persian|Arabic|Chinese,Q9168|Q13955|Q7850
93,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with two pages in Arabic (f. 1v-2r).,per,Persian|Arabic,Q9168|Q13955
94,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian with two pages in Arabic (f. 23r/v).,per,Persian|Arabic,Q9168|Q13955
95,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Persian.,per,Persian,Q9168
96,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Spanish,,Spanish,Q1321
97,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Spanish.,spa,Spanish,Q1321
98,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Tashelhit / Shilha.,ber,Shilha,Q34152
99,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Text in Latin.,,Latin,Q397
100,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",Text in Old French.,,Old French,Q35222
101,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.024Z",ara,ara,Arabic,Q13955
102,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",ber,ber,Berber,Q25448
103,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",chi,chi,Chinese,Q7850
104,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",dan,dan,Danish,Q9035
105,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",dut,dut,Dutch,Q7411
106,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng,eng,English,Q1860
107,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;dut,eng|dut,English|Dutch,Q1860|Q7411
108,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;dut;fre;ita;lat,eng|dut|fre|ita|lat,English|Dutch|French|Italian|Latin,Q1860|Q7411|Q150|Q652|Q397
109,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.285Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.555Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;dut;lat,eng|dut|lat,English|Dutch|Latin,Q1860|Q7411|Q397
110,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;enm,eng|enm,English|Middle English,Q1860|Q36395
111,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;fre,eng|fre,English|French,Q1860|Q150
112,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;fre;lat,eng|fre|lat,English|French|Latin,Q1860|Q150|Q397
113,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;ger,eng|ger,English|German,Q1860|Q188
114,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;ger;lat,eng|ger|lat,English|German|Latin,Q1860|Q188|Q397
115,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;gre;heb;lat,eng|gre|heb|lat,English|Greek|Hebrew|Latin,Q1860|Q9129|Q9288|Q397
116,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.383Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;ita,eng|ita,English|Italian,Q1860|Q652
117,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.384Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;ita;lat,eng|ita|lat,English|Italian|Latin,Q1860|Q652|Q397
118,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.384Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;lat,eng|lat,English|Latin,Q1860|Q397
119,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.384Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.025Z",eng;spa,eng|spa,English|Spanish,Q1860|Q1321
120,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.384Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",enm,enm,Middle English,Q36395
121,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",fre,fre,French,Q150
122,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",frm,frm,Middle French,Q1473289
123,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",fro,fro,Old French,Q35222
124,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",ger,ger,German,Q188
125,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",gmh,gmh,Middle High German,Q837985
126,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",gre,gre,Greek,Q9129
127,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",heb,heb,Hebrew,Q9288
128,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",ita,ita,Italian,Q652
129,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",lat,lat,Latin,Q397
130,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",ota,ota,Ottoman Turkish,Q36730
131,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.556Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",per,per,Persian,Q9168
132,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.557Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",san,san,Sanskrit,Q11059
133,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.557Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",spa,spa,Spanish,Q1321
134,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.557Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",xno,xno,Anglo-Norman,Q35214
135,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-07T21:37:48.385Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-07-08T17:46:46.286Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-07-08T17:50:31.557Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-07-08T17:51:05.026Z",zxx,zxx,no linguistic content,Q22282939
